texto_eval_id,source_text,reference_or_base_text,generated_text,score_fidelidad,score_comprension,score_fluidez,score_lexico,score_tono,score_estructura,score_numeros,puntaje_final_excel,block_index,system_name,position_in_system,system_family,sample36_id,aplico_regla_cero,score_cualitativo_1_5_sin_regla_cero,score_cualitativo_1_5,score_cualitativo_100
119,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","It's helpful to divide goals into three time periods for planning purposes. Although this was discussed in the previous chapter, it's important to emphasize again: focus on the present and manage it effectively. (",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,11,prompting,11,True,0.0,0.0,0.0
120,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",Seguridad financeira: Consista en satisfacer las necesidades futuras personas y cumplir con los deberes diarios. Version simplified: Financial security means providing for future needs while meeting daily obligations.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,12,prompting,12,True,0.0,0.0,0.0
121,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,Última razón importante: encontrar interesante campo mental para entender el mundo real.,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.2,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,13,prompting,13,False,4.2,4.2,84.00000000000001
122,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si el entusiasmo apunta hacia la salud, la belleza, el éxito y la felicidad, es probable que obtengas todas ellas.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,14,prompting,14,False,5.0,5.0,100.0
123,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","During the second programming stage, we set specific and clear goals and expected results. For instance, the types of investments and their amounts within a defined timeframe, as well as other objectives that can be described in terms of achievements or desired outcomes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,15,prompting,15,True,0.0,0.0,0.0
124,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,Estas tarjetas tienen poca risks y te ayudan a crear buenas referencias crédito mostrando que puedes usar una tarjeta con responsabilidad. (Translation: These cards have little risk and help you create good credit references by showing that you can use a card responsibly.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,16,prompting,16,True,0.0,0.0,0.0
125,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.","Además, los móviles (celulares) pueden usar pagos a través de SMS text messages para hacer transacciones electrónicas desde cualquier lugar con acceso al servicio inalámbrico.",5.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,17,prompting,17,False,3.0,3.0,60.0
126,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.","Hay diferentes tipos de cheques según lo indicado por Alonso, Brailovsky y Ortiz en 1999.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,18,prompting,18,False,5.0,5.0,100.0
127,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,El usuario puede pagar todo o solo una parte de su déuda cada mes. (The user can pay off the entire debt or just a part of it every month.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,19,prompting,19,True,0.0,0.0,0.0
128,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,"El dinero que inicialmente inviertes se llama ""capital"". (The money you initially invest is called ""capital."") [",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,20,prompting,20,True,0.0,0.0,0.0
129,"Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento como el CAPM1 y el WACC2 (Bell, 2016), los cuales no se incluyen en el presente documento; no obstante, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.","Hay modelos cuantitativos para determinar técnicamente el valor de la tasa de descuento, pero no se incluyen en este documento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista se puede utilizar ante la falta de información de esos modelos.","Hay métodos matemáticos para calcular la tasa de descuento (CAPM y WACC, según Bell, 2016), que no están incluidos en este documento. Sin embargo, se puede determinar subjectivamente la tasa de descuento deseada por el accionista cuando no hay información sobre esos métodos.",5.0,5.0,3.0,5.0,5.0,5.0,,4.45,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,21,prompting,21,False,,,
130,"Particularmente, se observa que el escenario 3 es el único que presenta una situación que no sea rentable.",El escenario tres es el único que presenta una situación no rentable.,Solo el escenario tres no es rentable.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,22,prompting,22,False,5.0,5.0,100.0
131,"Obtenga el rendimiento de un bono de $10,000 que paga el 6.",Saque el rendimiento de un bono de diez mil dólares que paga el seis.,"Gana rendimiento de $10,000 bonos que pagan el 6% (",3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,23,prompting,23,False,4.5,4.5,90.0
132,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,"El tema de las finanzas afecta a todos durante toda la vida, ya que explica donde obtenermos el dinero y cómo usarlo para cubrir nuestras propias necesidades.",5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.7,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,24,prompting,24,False,4.7,4.7,94.0
133,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,"¿Cómo contribuyen las empresas a la sociedad? Respuesta clara: Empresas producen bienes y servicios, crean empleos y pagan impositos.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,25,prompting,25,False,1.0,1.0,20.0
134,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios fomentan que empresas financieras y consumidoras educen mejor a la población en este ámbitio.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,26,prompting,26,False,4.0,4.0,80.0
135,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.","Habla con ellos, hazlo claro que estás trabajando duro para pagarlos.",5.0,3.0,1.0,5.0,3.0,3.0,5.0,3.5,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,27,prompting,27,False,3.5,3.5,70.0
136,Pero ¿en qué se compite?,Pero ¿en qué se compite?,¿En qué se competirá? (What is the competition about?),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,28,prompting,28,True,0.0,0.0,0.0
137,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",Algunas personas creen que una impuesto del 10% afectaría igual a ambas familias. (,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,29,prompting,29,False,4.5,4.5,90.0
138,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, en el intercambio, tomó la forma de bienes, pero después se convirtió en papel moneda, cheques y otras formas.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,30,prompting,30,False,5.0,5.0,100.0
139,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,Son estos sueños o objetivos reales? (Son dreams or real goals?),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,31,prompting,31,True,0.0,0.0,0.0
140,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En poblados donde todos pueden votar, no hay verdadera carrera política.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,32,prompting,32,False,5.0,5.0,100.0
141,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",Sin entusiasmo no se logró nada grande.,Famosa persona dijo desanimado: nada grandioso se logra sin entusiasmo.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,33,prompting,33,False,5.0,5.0,100.0
142,"Por tanto, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.",Este método calcula el interés sobre el interés anterior. (,3.0,5.0,5.0,5.0,5.0,5.0,,4.25,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,34,prompting,34,False,,,
143,"El resultado es aproximado a $300,000 en seis años.",El resultado es aproximadamente trescientos mil dólares en seis años.,Se obtiene un resultado aproximademente a 300.000 dólares en seis años. (,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,35,prompting,35,False,4.5,4.5,90.0
144,Documente todos sus gastos e ingresos o compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos y compárelos con lo que usted planificó que iba a gastar en el mes.,"Registra todos tus gastos y ingresos, o comparelos con lo que planeabas gastar durante el mes. (Record): Write down all your expenses and income, or compare them with what you planned to spend during the month. (",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,36,prompting,36,True,0.0,0.0,0.0
1,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.8,0,lora_mistral,1,lora,1,False,4.8,4.8,96.0
2,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,"En los procesos de importaciones y exportaciones intervienen clientes y proveedores, instituciones del Estado y los bancos.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,2,lora,2,False,5.0,5.0,100.0
3,"El robo de identidad ocurre cuando su información personal, tal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad ocurre cuando su información personal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.",El robo de identidad ocurre cuando su información personal se usa sin su conocimiento para cometer un fraude o robo.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,lora_mistral,3,lora,3,False,4.5,4.5,90.0
4,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,"Los sueños de los niños tienen una gran variedad. Algunos son Tarzán, el Agente 007 o Superman.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,4,lora,4,False,5.0,5.0,100.0
5,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,Expresiones como soborno y cohecho se refieren a delitos vinculados a comprar la voluntad de alguien para provecho personal.,Expresiones como soborno y cohecho son ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.6,0,lora_mistral,5,lora,5,False,4.6,4.6,92.0
6,"DIRECCIÓN DE PRESUPUESTO (DIPRES): ""formula y lleva el control presupuestario de la nación.""",DIRECCIÓN DE PRESUPUESTO: formula y lleva el control presupuestario de la nación.,La Dirección de Presupuesto formula y lleva el control presupuestario de la nación.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,6,lora,6,False,5.0,5.0,100.0
7,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,El interés compuesto es la suma del capital y el interés acumulado. Se multiplica según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.7,0,lora_mistral,7,lora,7,False,4.7,4.7,94.0
8,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,La producción en un país se realiza mediante los factores de producción.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,lora_mistral,8,lora,8,False,4.5,4.5,90.0
9,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.",5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.8,0,lora_mistral,9,lora,9,False,4.8,4.8,96.0
10,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a los réditos es un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,10,lora,10,False,5.0,5.0,100.0
11,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento. Aunque ya se trató en el capítulo anterior, se reitera tan importante aspecto centrados en el tema del presente y con la intención de reforzar el manejo del mismo:",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,11,lora,11,False,5.0,5.0,100.0
12,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",La seguridad financiera consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,12,lora,12,False,5.0,5.0,100.0
13,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,La última razón es encontrar un campo de acción intelectual para comprender el mundo real.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,13,lora,13,False,5.0,5.0,100.0
14,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si el entusiasmo se orienta hacia la salud, la belleza, el éxito y la felicidad, es probable que se obtenga estos resultados.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,14,lora,14,False,5.0,5.0,100.0
15,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","En la segunda etapa de programación se definen los objetivos y se fijan las metas o resultados esperados. Estos deben ser lo más específicos y precisos posibles para tener claridad en lo que se trata de alcanzar con las inversiones por realizar. Por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,15,lora,15,False,5.0,5.0,100.0
16,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,16,lora,16,False,5.0,5.0,100.0
17,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.","Adicionalmente, el canal móvil es de alto potencial para utilizar pagos a través de mensajería de texto SMS. Esto permite realizar pagos electrónicos desde cualquier lugar donde se tenga acceso al servicio inalámbrico.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,17,lora,17,False,5.0,5.0,100.0
18,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.","Existen varias modalidades de cheques, como mencionan Alonso, Brailovsky y Ortiz.",5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.9,0,lora_mistral,18,lora,18,False,4.9,4.9,98.00000000000001
19,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,19,lora,19,False,5.0,5.0,100.0
20,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,"El dinero que inviertes inicialmente se llama ""capital"".",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,20,lora,20,False,5.0,5.0,100.0
21,"Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento como el CAPM1 y el WACC2 (Bell, 2016), los cuales no se incluyen en el presente documento; no obstante, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.","Hay modelos cuantitativos para determinar técnicamente el valor de la tasa de descuento, pero no se incluyen en este documento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista se puede utilizar ante la falta de información de esos modelos.","Existen modelos cuantitativos para determinar la tasa de descuento. Pero no se incluyen en este documento. Por eso, la tasa de descuento exigida por el accionista puede ser determinada subjetivamente.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,21,lora,21,False,5.0,5.0,100.0
22,"Particularmente, se observa que el escenario 3 es el único que presenta una situación que no sea rentable.",El escenario tres es el único que presenta una situación no rentable.,"Particularmente, el escenario tres es el único que presenta una situación no rentable.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,22,lora,22,False,5.0,5.0,100.0
23,"Obtenga el rendimiento de un bono de $10,000 que paga el 6.",Saque el rendimiento de un bono de diez mil dólares que paga el seis.,Obtenga el rendimiento de un bono de diez mil dólares que paga el seis por ciento.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,23,lora,23,False,5.0,5.0,100.0
24,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,"El tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,24,lora,24,False,5.0,5.0,100.0
25,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,¿Qué función cumplen las empresas en la sociedad?,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,25,lora,25,False,5.0,5.0,100.0
26,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios promueven la educación de los ciudadanos en la materia.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,lora_mistral,26,lora,26,False,4.5,4.5,90.0
27,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.",Hable con ellos y déles la cara. Hágales saber que está haciendo todo lo que puede para pagarles.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,27,lora,27,False,5.0,5.0,100.0
28,Pero ¿en qué se compite?,Pero ¿en qué se compite?,"Pero, en qué se compite?",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,28,lora,28,False,5.0,5.0,100.0
29,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,29,lora,29,False,5.0,5.0,100.0
30,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,30,lora,30,False,5.0,5.0,100.0
31,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,¿Son estos sólo sueños o son metas reales?,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,31,lora,31,False,5.0,5.0,100.0
32,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente carrera pública.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,32,lora,32,False,5.0,5.0,100.0
33,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",Sin entusiasmo no se logró nada grande.,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,33,lora,33,False,5.0,5.0,100.0
34,"Por tanto, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.","Por tanto, este método calcula interés sobre interés.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,34,lora,34,False,5.0,5.0,100.0
35,"El resultado es aproximado a $300,000 en seis años.",El resultado es aproximadamente trescientos mil dólares en seis años.,El resultado es aproximado a trescientos dólares en seis años.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,lora_mistral,35,lora,35,False,5.0,5.0,100.0
36,Documente todos sus gastos e ingresos o compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos y compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,lora_mistral,36,lora,36,False,4.5,4.5,90.0
37,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,lora_llama3,1,lora,1,False,5.0,5.0,100.0
